NAICS12, INDEX ITEM DESCRIPTION ,SIC
424130,"Disposable plastics products (e.g., boxes, cups, cutlery, dishes, sanitary food containers) merchant wholesalers",
424130," Eating utensils, disposable plastics, merchant wholesalers ",
424130, Facial tissue merchant wholesalers ,
424130, Fiber cans and drums merchant wholesalers ,
424130, Filter papers merchant wholesalers ,
424130, Gummed tapes (except cellophane) merchant wholesalers ,
424130," Industrial supplies, disposable plastics, paper, merchant wholesalers ",
424130," Knives, disposable plastics, merchant wholesalers ",
424130," Napkins, paper, merchant wholesalers ",
424130," Paper (except office supplies, printing paper, stationery, writing paper) merchant wholesalers ",
424130, Paper bags merchant wholesalers ,
424130, Paperboard and paperboard products (except office supplies) merchant wholesalers ,
424130, Personal sanitary paper products merchant wholesalers ,
424130, Plastics bags merchant wholesalers ,
424130," Plastics foam products, disposable (except packaging, packing), merchant wholesalers ",
424130,"Pressed and molded pulp goods (e.g., egg cartons, shipping supplies) merchant wholesalers",
424130," Sacks, paper, merchant wholesalers ",
424130,"Sanitary food containers (e.g., disposable plastics, paper, paperboard) merchant wholesalers",
424130, Sanitary paper products merchant wholesalers ,
424130," Shipping supplies, paper and disposable plastics, merchant wholesalers ",
424130," Shopping bags, paper and plastics, merchant wholesalers ",
424130," Tableware, disposable, merchant wholesalers ",
424130," Tissue paper, toilet and facial, merchant wholesalers ",
424130, Toilet tissue merchant wholesalers ,
424130, Waxed paper merchant wholesalers ,
424130,Wrapping paper (except giftwrap) merchant wholesalers,
424210, Antibiotics merchant wholesalers ,
424210, Antiseptics merchant wholesalers ,
424210, Bandages merchant wholesalers ,
424210, Beauty preparations merchant wholesalers ,
424210, Beauty supplies merchant wholesalers ,
424210, Biologicals and allied products merchant wholesalers ,
424210," Blades, razor, merchant wholesalers ",
424210, Blood derivatives merchant wholesalers ,
424210, Blood plasma merchant wholesalers ,
424210, Botanical drugs and herbs merchant wholesalers ,
424210, Botanicals merchant wholesalers ,
424210, Colognes merchant wholesalers ,
424210, Cosmetics merchant wholesalers ,
424210, Dentifrices merchant wholesalers ,
424210," Deodorants, personal, merchant wholesalers ",
424210, Diagnostic reagents merchant wholesalers ,
424210," Diagnostics, in-vitro and in-vivo, merchant wholesalers ",
424210, Drug proprietaries merchant wholesalers ,
424210, Druggists' sundries merchant wholesalers ,
424210, Drugs merchant wholesalers ,
424210, Endocrine substances merchant wholesalers ,
424210, First-aid supplies merchant wholesalers ,
424210, Gauze merchant wholesalers ,
424210, General-line drugs merchant wholesalers ,
424210, Hair preparations (except professional) merchant wholesalers ,
424210, Herbal supplements merchant wholesalers ,
424210," Medical sundries, rubber, merchant wholesalers ",
424210, Nonprescription drugs merchant wholesalers ,
424210, Perfumes merchant wholesalers ,
424210, Pharmaceuticals merchant wholesalers ,
424210," Plasmas, blood, merchant wholesalers ",
424210, Prescription drugs merchant wholesalers ,
424210, Radioactive pharmaceutical isotopes merchant wholesalers ,
424210, Razor blades merchant wholesalers ,
424210, Razors (except electric) merchant wholesalers ,
424210," Rubber goods, medical, merchant wholesalers ",
424210," Salts, bath, merchant wholesalers ",
424210, Shaving preparations merchant wholesalers ,
424210, Specialty-line pharmaceuticals merchant wholesalers ,
424210, Toilet preparations merchant wholesalers ,
424210, Toilet soaps merchant wholesalers ,
424210, Toiletries merchant wholesalers ,
424210, Toothbrushes (except electric) merchant wholesalers ,
424210, Vaccines merchant wholesalers ,
424210, Veterinarians' medicines merchant wholesalers ,
424210, Vitamins merchant wholesalers ,
424310, Apparel trimmings merchant wholesalers ,
424310, Belt and buckle assembly kits merchant wholesalers ,
424310," Binding, textile, merchant wholesalers ",
424310, Embroidery products merchant wholesalers ,
424310," Fabrics, textile (except burlap, felt), merchant wholesalers ",
424310, Fiberglass fabrics merchant wholesalers ,
424310, Hair accessories merchant wholesalers ,
424310, Jute piece goods (except burlap) merchant wholesalers ,
424310," Labels, textile, merchant wholesalers ",
424310, Millinery supplies merchant wholesalers ,
424310," Needles, sewing, merchant wholesalers ",
424310, Net goods merchant wholesalers ,
424310," Paddings, apparel, merchant wholesalers ",
424310," Piece goods (except burlap, felt) merchant wholesalers ",
424310," Remnants, piece goods, merchant wholesalers ",
424310," Ribbons, textile, merchant wholesalers ",
424310, Sewing accessories merchant wholesalers ,
424310," Tapes, textile, merchant wholesalers ",
424310," Textiles (except burlap, felt) merchant wholesalers ",
424310, Thread (except industrial) merchant wholesalers ,
424310," Yard goods, textile (except burlap, felt), merchant wholesalers ",
424310," Yarns (except industrial), merchant wholesalers ",
424310, Zippers merchant wholesalers ,
424320," Clothing, men's and boys', merchant wholesalers ",
424320," Furnishings (except shoes), men's and boys', merchant wholesalers ",
424320," Gloves, men's and boys', merchant wholesalers ",
424320," Hats and caps, men's and boys', merchant wholesalers ",
424320," Hosiery, men's and boys', merchant wholesalers ",
424320, Men's and boys' clothing merchant wholesalers ,
424320, Men's and boys' furnishings (except shoes) merchant wholesalers ,
424320," Neckties, men's and boys', merchant wholesalers ",
424320," Nightwear, men's and boys', merchant wholesalers ",
424320," Outerwear, men's and boys', merchant wholesalers ",
424320," Sportswear, men's and boys', merchant wholesalers ",
424320," Suits, men's and boys', merchant wholesalers ",
424320,"Swimwear, men's and boys', merchant wholesalers",
424320," Umbrellas, men's and boys', merchant wholesalers ",
424320," Underwear, men's and boys', merchant wholesalers ",
424320," Work clothing, men's and boys', merchant wholesalers ",
424330, Baby clothing merchant wholesalers ,
424330, Children's clothing merchant wholesalers ,
424330," Clothing accessories, women's, children's, and infants', merchant wholesalers ",
424330," Clothing, women's, children's, and infants', merchant wholesalers ",
424330, Diapers (except paper) merchant wholesalers ,
424330, Dresses merchant wholesalers ,
424330, Fur clothing merchant wholesalers ,
424330," Furnishings (except shoes), women's, girls' and infants', merchant wholesalers ",
424330," Gloves, women's, children's, and infants', merchant wholesalers ",
424330, Handbags merchant wholesalers ,
424330," Hats and caps, women's, girls' and infants', merchant wholesalers ",
424330," Hosiery, women's and girls', merchant wholesalers ",
424330," Hosiery, women's, children's, and infants', merchant wholesalers ",
424330, Infants' clothing merchant wholesalers ,
424330, Lingerie merchant wholesalers ,
424330, Millinery merchant wholesalers ,
424330," Outerwear, women's, children's, and infants', merchant wholesalers ",
424330,"Swimwear, women's, children's, and infants', merchant wholesalers",
424330," Underwear, women's, children's, and infants', merchant wholesalers ",
424330, Unisex clothing merchant wholesalers ,
424330, Women's and children's clothing accessories merchant wholesalers ,
424330, Women's clothing merchant wholesalers ,
424340, Athletic footwear merchant wholesalers ,
424340,"Boots (e.g., hiking, western, work) merchant wholesalers",
424340, Footwear merchant wholesalers ,
424340, Leather cut stock for shoe and boot merchant wholesalers ,
424340, Shoes merchant wholesalers ,
424340, Slippers merchant wholesalers ,
424410, General-line groceries merchant wholesalers ,
424410," Groceries, general-line, merchant wholesalers ",
424420," Bakery products, frozen, merchant wholesalers ",
424420," Dinners, frozen, merchant wholesalers ",
424420," Doughs, frozen, merchant wholesalers ",
424420," Fish, packaged frozen, merchant wholesalers ",
424420," Frozen foods, packaged (except dairy products), merchant wholesalers ",
424420," Fruits, frozen, merchant wholesalers ",
424420," Juices, frozen, merchant wholesalers ",
424420," Meats, packaged frozen, merchant wholesalers ",
424420,"Pies (e.g., fruit, meat, poultry), frozen, merchant wholesalers",
424420," Pizzas, frozen, merchant wholesalers ",
424420," Poultry, packaged frozen, merchant wholesalers ",
424420," Prepared foods, frozen (except dairy products), merchant wholesalers ",
424420," Pretzels, frozen, merchant wholesalers ",
424420," Seafoods, packaged frozen, merchant wholesalers ",
424420," Soups, frozen, merchant wholesalers ",
424420," Vegetables, frozen, merchant wholesalers ",
424430, Butter merchant wholesalers ,
424430, Cheese merchant wholesalers ,
424430, Cream merchant wholesalers ,
424430, Cream stations merchant wholesalers ,
424430, Creamery products (except canned) merchant wholesalers ,
424430, Dairy depots merchant wholesalers ,
424430," Dairy products (except canned, dried) merchant wholesalers ",
424430," Dairy products, frozen, merchant wholesalers ",
424430," Desserts, dairy, merchant wholesalers ",
424430, Ice cream and ices merchant wholesalers ,
424430, Ice cream merchant wholesalers ,
424430," Milk, fluid (except canned), merchant wholesalers ",
424430," Prepared foods, frozen dairy, merchant wholesalers ",
424430, Yogurt merchant wholesalers ,
424440, Chicken and chicken products (except canned and packaged frozen) merchant wholesalers ,
424440, Eggs merchant wholesalers ,
424440, Fresh poultry merchant wholesalers ,
424440, Frozen poultry (except packaged) merchant wholesalers ,
424440," Poultry and poultry products (except canned, packaged frozen) merchant wholesalers ",
424440," Poultry, live and dressed, merchant wholesalers ",
424440,"Processed poultry (e.g., luncheon) merchant wholesalers",
424440, Turkey and turkey products (except canned and packaged frozen) merchant wholesalers ,
424450, Candy merchant wholesalers ,
424450,"Cheese confections (e.g., curls, puffs) merchant wholesalers",
424450, Chewing gum merchant wholesalers ,
424450,"Chips (e.g., corn, potato) merchant wholesalers",
424450, Chocolate candy merchant wholesalers ,
424450, Confectionery merchant wholesalers ,
424450, Corn chips and related corn snacks merchant wholesalers ,
424450, Fountain fruits and syrups merchant wholesalers ,
424450," Gum, chewing, merchant wholesalers ",
424450,"Nuts (e.g., canned, roasted, salted) merchant wholesalers",
424450, Popcorn merchant wholesalers ,
424450, Potato chips and related snacks merchant wholesalers ,
424450,"Seeds (e.g., canned, roasted, salted) merchant wholesalers",
424450," Syrup, fountain, merchant wholesalers ",
424460, Cured fish merchant wholesalers ,
424460," Fish (except canned, packaged frozen) merchant wholesalers ",
424460, Fresh fish merchant wholesalers ,
424460, Fresh seafood merchant wholesalers ,
424460, Frozen fish (except packaged) merchant wholesalers ,
424460, Frozen seafood (except packaged) merchant wholesalers ,
424460," Seafood (except canned, packaged frozen) merchant wholesalers ",
424470, Cutting of purchased carcasses (except boxed meat cut on an assembly-line basis) merchant wholesalers ,
424470, Fresh meats merchant wholesalers ,
424470, Frozen meats (except packaged) merchant wholesalers ,
424470, Lard merchant wholesalers ,
424470," Meats and meat products (except canned, packaged frozen) merchant wholesalers ",
424470," Meats, cured or smoked, merchant wholesalers ",
424470," Meats, fresh, merchant wholesalers ",
424470," Meats, frozen (except packaged), merchant wholesalers ",
424470,"Processed meats (e.g., luncheon, sausage) merchant wholesalers",
424480," Berries, fresh, merchant wholesalers ",
424480," Fresh fruits, vegetables and berries merchant wholesalers ",
424480," Fruits, fresh, merchant wholesalers ",
424480," Health foods, fresh fruits and vegetables, merchant wholesalers ",
424480," Produce, fresh, merchant wholesalers ",
424480," Vegetables, fresh, merchant wholesalers ",
424490," Baby foods, canned, merchant wholesalers ",
424490, Bakery products (except frozen) merchant wholesalers ,
424490, Beverage bases merchant wholesalers ,
424490, Beverage concentrates merchant wholesalers ,
424490, Bottled water (except water treating) merchant wholesalers ,
424490, Breakfast cereals merchant wholesalers ,
424490, Brewers' yeast merchant wholesalers ,
424490," Cane sugar, refined, merchant wholesalers ",
424490,"Canned foods (e.g., fish, meat, seafood, soups) merchant wholesalers",
424490, Cereal products merchant wholesalers ,
424490, Chocolate (except candy) merchant wholesalers ,
424490, Coffee merchant wholesalers ,
424490, Cookies merchant wholesalers ,
424490, Cooking oils merchant wholesalers ,
424490," Cornmeal, edible, merchant wholesalers ",
424490," Creamery products, canned, merchant wholesalers ",
424490," Dairy products, dried or canned, merchant wholesalers ",
424490,"Dried foods (e.g., fruits, milk, vegetables) merchant wholesalers",
424490," Fish, canned, merchant wholesalers ",
424490, Flavoring extracts (except for fountain use) merchant wholesalers ,
424490, Flour merchant wholesalers ,
424490," Fruits, canned, merchant wholesalers ",
424490," Gelatin, edible, merchant wholesalers ",
424490," Health foods (except fresh fruits, vegetables) merchant wholesalers ",
424490, Honey merchant wholesalers ,
424490, Hop extract merchant wholesalers ,
424490, Ice cream cones merchant wholesalers ,
424490, Jellies and jams merchant wholesalers ,
424490," Juices, canned or fresh, merchant wholesalers ",
424490, Macaroni merchant wholesalers ,
424490, Malt extract merchant wholesalers ,
424490, Malt merchant wholesalers ,
424490, Margarine merchant wholesalers ,
424490," Meats, canned, merchant wholesalers ",
424490," Milk, canned or dried, merchant wholesalers ",
424490,"Mixes (e.g., cake, dessert, pie) merchant wholesalers",
424490, Molasses merchant wholesalers ,
424490," Oils, cooking and salad, merchant wholesalers ",
424490, Pet food merchant wholesalers ,
424490, Pizzas (except frozen) merchant wholesalers ,
424490," Poultry, canned, merchant wholesalers ",
424490, Prepared foods (except frozen) merchant wholesalers ,
424490, Pretzels (except frozen) merchant wholesalers ,
424490," Rice, polished, merchant wholesalers ",
424490, Salad dressings merchant wholesalers ,
424490, Salad oils merchant wholesalers ,
424490," Salt, table, merchant wholesalers ",
424490, Sandwiches merchant wholesalers ,
424490, Sausage casings merchant wholesalers ,
424490," Seafood, canned, merchant wholesalers ",
424490," Shortening, vegetable, merchant wholesalers ",
424490, Soft drinks merchant wholesalers ,
424490, Soups (except frozen) merchant wholesalers ,
424490, Spaghetti merchant wholesalers ,
424490, Spices merchant wholesalers ,
424490," Sugar, refined, merchant wholesalers ",
424490, Syrup (except fountain) merchant wholesalers ,
424490, Tea merchant wholesalers ,
424490, Toppings (except fountain) merchant wholesalers ,
424490," Vegetables, canned, merchant wholesalers ",
424490," Water, bottled (except water treating), merchant wholesalers ",
424490, Yeast merchant wholesalers ,
424510," Beans, dry, merchant wholesalers ",
424510, Dry beans merchant wholesalers ,
424510, Grain elevators merchant wholesalers grain ,
424510, Grain merchant wholesalers ,
424510," Rice, unpolished, merchant wholesalers ",
424510, Soybeans merchant wholesalers ,
424520, Cattle merchant wholesalers ,
424520, Goats merchant wholesalers ,
424520, Hogs merchant wholesalers ,
424520, Sheep merchant wholesalers ,
424520, Swine merchant wholesalers ,
424590, Animal hair merchant wholesalers ,
424590," Auction markets, tobacco, horses, mules ",
424590, Bovine semen merchant wholesalers ,
424590, Bristles merchant wholesalers ,
424590,Broomcorn merchant wholesalers,
424590, Chicks merchant wholesalers ,
424590, Cocoa beans merchant wholesalers ,
424590," Cotton, raw, merchant wholesalers ",
424590, Feathers merchant wholesalers ,
424590," Fibers, vegetable, merchant wholesalers ",
424590," Furs, raw, merchant wholesalers ",
424590, Hides merchant wholesalers ,
424590, Hops merchant wholesalers ,
424590, Horses merchant wholesalers ,
424590, Leaf tobacco merchant wholesalers ,
424590," Mohair, raw, merchant wholesalers ",
424590, Mules merchant wholesalers ,
424590," Nuts, unprocessed or shelled only, merchant wholesalers ",
424590, Oil kernels merchant wholesalers ,
424590, Oil nuts merchant wholesalers ,
424590, Oilseeds merchant wholesalers ,
424590," Pelts, raw, merchant wholesalers ",
424590," Raw farm products (except field beans, grains) merchant wholesalers ",
424590," Semen, bovine, merchant wholesalers ",
424590," Silk, raw, merchant wholesalers ",
424590," Skins, raw, merchant wholesalers ",
424590," Sugar, raw, merchant wholesalers ",
424590," Tobacco, leaf, merchant wholesalers ",
424590,Wool tops and noils merchant wholesalers,
424590," Wool, raw, merchant wholesalers ",
424610," Foam, plastics, resins and shapes, merchant wholesalers ",
424610,Plasticizers merchant wholesalers,
424610,"Plastics basic shapes (e.g., film, rod, sheet, sheeting, tubing) merchant wholesalers",
424610, Plastics foam merchant wholesalers ,
424610, Plastics materials merchant wholesalers ,
424610, Plastics resins merchant wholesalers ,
424610," Resins, plastics, merchant wholesalers ",
424690, Acids merchant wholesalers ,
424690, Adhesives and sealants merchant wholesalers ,
424690," Alcohol, industrial, merchant wholesalers ",
424690, Alkalies merchant wholesalers ,
424690, Ammonia (except fertilizer material) merchant wholesalers ,
424690, Antifreeze merchant wholesalers ,
424690, Aromatic chemicals merchant wholesalers ,
424690," Automotive chemicals (except lubricating greases, lubrication oils) merchant wholesalers ",
424690, Bleaches merchant wholesalers ,
424690, Carbon black merchant wholesalers ,
424690, Caulking materials merchant wholesalers ,
424690, Caustic soda merchant wholesalers ,
424690,"Chemical additives (e.g., concrete, food, fuel, oil) merchant wholesalers",
424690, Chemical gases merchant wholesalers ,
424690,"Chemicals (except agriculture) (e.g., automotive, household, industrial, photographic) merchant wholesalers",
424690, Cleaning compounds and preparations merchant wholesalers ,
424690," Coal tar products, primary and intermediate, merchant wholesalers ",
424690, Compressed gases (except LP gas) merchant wholesalers ,
424690, Concrete additives merchant wholesalers ,
424690, Cyclic crudes and intermediates merchant wholesalers ,
424690, Deodorants (except personal) merchant wholesalers ,
424690, Detergents merchant wholesalers ,
424690, Drilling muds merchant wholesalers ,
424690, Dry ice merchant wholesalers ,
424690," Dyes, industrial, merchant wholesalers ",
424690, Dyestuffs merchant wholesalers ,
424690, Essential oils merchant wholesalers ,
424690," Explosives (except ammunition, fireworks) merchant wholesalers ",
424690,"Fibers, manmade, merchant wholesalers",
424690, Fire extinguisher preparations merchant wholesalers ,
424690," Gases, compressed and liquefied (except liquefied petroleum gas), merchant wholesalers ",
424690," Gelatin, inedible, merchant wholesalers ",
424690, Glues merchant wholesalers ,
424690, Gum and wood chemicals merchant wholesalers ,
424690," Ice, dry, merchant wholesalers ",
424690, Industrial chemicals merchant wholesalers ,
424690, Industrial gases merchant wholesalers ,
424690, Industrial salts merchant wholesalers ,
424690, Inorganic chemicals merchant wholesalers ,
424690, Janitorial chemicals merchant wholesalers ,
424690," Laundry soap, chips, and powder, merchant wholesalers ",
424690, Liquefied gases (except LP) merchant wholesalers ,
424690, Man-made fibers merchant wholesalers ,
424690, Mastics (except construction) merchant wholesalers ,
424690, Metal cyanides merchant wholesalers ,
424690, Oil additives merchant wholesalers ,
424690, Oil drilling muds merchant wholesalers ,
424690, Organic chemicals merchant wholesalers ,
424690, Pesticides (except agricultural) merchant wholesalers ,
424690,"Polishes (e.g., automobile, furniture, metal, shoe, stove) merchant wholesalers",
424690," Resins, synthetic rubber, merchant wholesalers ",
424690, Rosins merchant wholesalers ,
424690," Salts, industrial, merchant wholesalers ",
424690, Sealants merchant wholesalers ,
424690, Sulfuric acid merchant wholesalers ,
424690, Surface active agents merchant wholesalers ,
424690, Synthetic rubber merchant wholesalers ,
424690, Turpentine merchant wholesalers ,
424690, Water softening compounds merchant wholesalers ,
424690, Waxes (except petroleum) merchant wholesalers ,
424690, Welding gases merchant wholesalers ,
424690, Wood treating preparations merchant wholesalers ,
424710, Bulk gasoline stations ,
424710," Bulk stations, petroleum ",
424710, Crude oil terminals ,
424710, Fuel oil bulk stations and terminals ,
424710, Gasoline bulk stations and terminals ,
424710, Liquefied petroleum gas (LPG) bulk stations and terminals ,
424710, Lubricating oils and greases bulk stations and terminals ,
424710," Oil, petroleum, bulk stations and terminals ",
424710, Petroleum and petroleum products bulk stations and terminals ,
424710, Propane bulk stations and terminals ,
424710," Terminals, petroleum ",
424720," Crude oil merchant wholesalers (except bulk stations, terminals) ",
424720," Fuel oil merchant wholesalers (except bulk stations, terminals) ",
424720, Fuel oil truck jobbers ,
424720, Fueling aircraft (except on contract basis) ,
424720," Gasoline merchant wholesalers (except bulk stations, terminals) ",
424720," Liquefied petroleum gas (LPG) merchant wholesalers (except bulk stations, terminals) ",
424720," Lubricating oils and greases merchant wholesalers (except bulk stations, terminals) ",
424720," Oil, petroleum, merchant wholesalers (except bulk stations, terminals) ",
424720," Petroleum and petroleum products merchant wholesalers (except bulk stations, terminals) ",
424810," Alcoholic beverages (except distilled spirits, wine) merchant wholesalers ",
424810, Ale merchant wholesalers ,
424810, Beer merchant wholesalers ,
424810," Beverages, alcoholic (except distilled spirits, wine), merchant wholesalers ",
424810, Fermented malt beverages merchant wholesalers ,
424810, Porter merchant wholesalers ,
424820," Alcoholic beverages, wine and distilled spirits merchant wholesalers ",
424820," Beverages, wine and distilled spirits, merchant wholesalers ",
424820, Brandy and brandy spirits merchant wholesalers ,
424820," Cocktails, alcoholic, premixed, merchant wholesalers ",
424820, Distilled alcoholic beverages merchant wholesalers ,
424820, Ethyl alcohol merchant wholesalers ,
424820, Liquors merchant wholesalers ,
424820," Liquors, distilled, merchant wholesalers ",
424820, Neutral spirits merchant wholesalers ,
424820," Spirits, distilled, merchant wholesalers ",
424820," Wine coolers, alcoholic, merchant wholesalers ",
424820, Wines merchant wholesalers ,
424910, Agricultural chemicals merchant wholesalers ,
424910, Agricultural limestone merchant wholesalers ,
424910, Alfalfa merchant wholesalers ,
424910," Ammonia, fertilizer material, merchant wholesalers ",
424910, Animal feeds (except pet food) merchant wholesalers ,
424910, Beekeeping supplies merchant wholesalers ,
424910," Chemicals, agricultural, merchant wholesalers ",
424910, Farm supplies merchant wholesalers ,
424910, Feed additives merchant wholesalers ,
424910, Feeds (except pet) merchant wholesalers ,
424910, Fertilizer and fertilizer materials merchant wholesalers ,
424910, Flower bulbs merchant wholesalers ,
424910,"Garden supplies (e.g., fertilizers, pesticides) merchant wholesalers",
424910, Harness equipment merchant wholesalers ,
424910, Hay merchant wholesalers ,
424910,"Lawn care supplies (e.g., chemicals, fertilizers, pesticides) merchant wholesalers",
424910," Lime, agricultural, merchant wholesalers ",
424910, Livestock feeds merchant wholesalers ,
424910," Mineral supplements, animal, merchant wholesalers ",
424910, Mulch merchant wholesalers ,
424910," Pesticides, agricultural, merchant wholesalers ",
424910, Produce containers merchant wholesalers ,
424910,Saddlery merchant wholesalers,
424910,"Seeds (e.g., field, flower, garden) merchant wholesalers",
424910, Straw merchant wholesalers ,
424910, Vegetable dusts and sprays merchant wholesalers ,
424920, Antique book merchant wholesalers ,
424920, Books merchant wholesalers ,
424920, Magazines merchant wholesalers ,
424920," Maps (except globe, school, wall) merchant wholesalers ",
424920, Newspaper agencies merchant wholesalers ,
424920, Newspapers merchant wholesalers ,
424920, Pamphlets merchant wholesalers ,
424920, Periodicals merchant wholesalers ,
424930, Artificial flowers merchant wholesalers ,
424930, Florist's supplies merchant wholesalers ,
424930, Flowers merchant wholesalers ,
424930," Nursery stock (except plant bulbs, seeds) merchant wholesalers ",
424930, Trees merchant wholesalers ,
424940, Chewing tobacco merchant wholesalers ,
424940, Cigarettes merchant wholesalers ,
424940, Cigars merchant wholesalers ,
424940, Pipe tobacco merchant wholesalers ,
424940, Snuff merchant wholesalers ,
424940, Tobacco (except leaf) merchant wholesalers ,
424940, Tobacco products merchant wholesalers ,
424950," Calcimines, merchant wholesalers ",
424950, Enamels merchant wholesalers ,
424950, Lacquers merchant wholesalers ,
424950, Paint rollers merchant wholesalers ,
424950, Paintbrushes merchant wholesalers ,
424950," Painter's supplies (except artists', turpentine) merchant wholesalers ",
424950, Paints (except artists') merchant wholesalers ,
424950," Pigments, paint, merchant wholesalers ",
424950, Shellac merchant wholesalers ,
424950, Spray painting equipment (except industrial-type) merchant wholesalers ,
424950, Stains merchant wholesalers ,
424950, Varnishes merchant wholesalers ,
424950,"Wall coverings (e.g., fabric, plastics) merchant wholesalers",
424950, Wallpaper merchant wholesalers ,
424990, Art goods merchant wholesalers ,
424990, Artificial Christmas trees merchant wholesalers ,
424990, Artists' supplies merchant wholesalers ,
424990," Awnings, canvas, merchant wholesalers ",
424990," Bags, textile, merchant wholesalers ",
424990," Bait, live, merchant wholesalers ",
424990, Baskets merchant wholesalers ,
424990, Burlap merchant wholesalers ,
424990, Candles merchant wholesalers ,
424990, Canvas products merchant wholesalers ,
424990, Cats merchant wholesalers ,
424990," Chamois, leather, merchant wholesalers ",
424990, Charcoal merchant wholesalers ,
424990, Christmas ornaments merchant wholesalers ,
424990,"Christmas trees (e.g., artificial, cut) merchant wholesalers",
424990, Cigarette lighters merchant wholesalers ,
424990, Clothes hangers merchant wholesalers ,
424990, Cotton (except raw) merchant wholesalers ,
424990, Crude rubber merchant wholesalers ,
424990, Curios merchant wholesalers ,
424990, Dogs merchant wholesalers ,
424990, Dressed furs and skins merchant wholesalers ,
424990, Felt merchant wholesalers ,
424990," Fish, tropical, merchant wholesalers ",
424990, Foam rubber merchant wholesalers ,
424990," Furs, dressed, merchant wholesalers ",
424990," General merchandise, nondurable goods, merchant wholesalers ",
424990," Greases, inedible animal and vegetable, merchant wholesalers ",
424990, Hairbrushes merchant wholesalers ,
424990,"Hairpieces (e.g., toupees, wigs, wiglets) merchant wholesalers",
424990,"Handles (e.g., broom, mop, paint) merchant wholesalers",
424990, Ice (except dry ice) merchant wholesalers ,
424990, Jewelry boxes merchant wholesalers ,
424990," Leather cut stock (except boot, shoe) merchant wholesalers ",
424990," Leather goods (except belting, footwear, handbags, gloves, luggage) merchant wholesalers ",
424990," Lighters, cigar and cigarette, merchant wholesalers ",
424990, Live bait merchant wholesalers ,
424990, Matches and match books merchant wholesalers ,
424990," Music, sheet, merchant wholesalers ",
424990, Novelties merchant wholesalers ,
424990," Oils, inedible, animal or vegetable, merchant wholesalers ",
424990, Oilseed cake and meal merchant wholesalers ,
424990," Paints, artist's, merchant wholesalers ",
424990, Pet supplies (except pet food) merchant wholesalers ,
424990, Pets merchant wholesalers ,
424990," Piece goods, burlap and felt, merchant wholesalers ",
424990, Plant food merchant wholesalers ,
424990, Plastics foam products (except disposable) merchant wholesalers ,
424990,"Pre-paid calling card distribution, merchant wholesalers",
424990, Rennets merchant wholesalers ,
424990," Rubber, crude, merchant wholesalers ",
424990, Sawdust merchant wholesalers ,
424990, Sheet music merchant wholesalers ,
424990, Ship chandler merchant wholesalers ,
424990," Skins, dressed, merchant wholesalers ",
424990, Smokers' supplies merchant wholesalers ,
424990, Sponges merchant wholesalers ,
424990, Statuary goods (except religious) merchant wholesalers ,
424990, Textile bags merchant wholesalers ,
424990, Toupees merchant wholesalers ,
424990, Tropical fish merchant wholesalers ,
424990, Vegetable cake and meal merchant wholesalers ,
424990, Wigs merchant wholesalers ,
424990, Wood carvings merchant wholesalers ,
424990, Wood pulp merchant wholesalers ,
424990, Worms merchant wholesalers ,
424990," Yarns, industrial, merchant wholesalers ",
425110," Business to business electronic markets, durable goods, wholesale trade ",
425110," Business to business electronic markets, nondurable goods, wholesale trade ",
425110," Durable goods business to business electronic markets, wholesale trade ",
425110," Electronic markets, durable goods, business to business, wholesale trade ",
425110," Electronic markets, nondurable goods, business to business, wholesale trade ",
425110," Nondurable goods business to business electronic markets, wholesale trade ",
425120," Agents and brokers, durable goods, wholesale trade ",
425120," Agents and brokers, nondurable goods, wholesale trade ",
425120," Automobile auctions, wholesale ",
425120," Durable goods agents and brokers, wholesale trade ",
425120," Nondurable goods agents and brokers, wholesale trade ",
425120, Petroleum brokers ,
441110," Automobile dealers, new only or new and used ",
441110," Light utility truck dealers, new only or new and used ",
441110, New car dealers ,
441120, Antique auto dealers ,
441120," Automobile dealers, used only ",
441120," Light utility truck dealers, used only ",
441120, Used car dealers ,
441210," Camper dealers, recreational ",
441210, Motor home dealers ,
441210, Recreational vehicle (RV) dealers ,
441210, Recreational vehicle (RV) parts and accessories stores ,
441210, RV dealers ,
441210, Travel trailer dealers ,
441210, Used recreational vehicle (RV) dealers ,
441222," Boat dealers, new and used ",
441222, Boat trailer dealers ,
441222, Marine supply dealers ,
441222, Outboard motor dealers ,
441222, Power boat dealers ,
441222, Sail boat dealers ,
441222, Used boat dealers ,
441228, Aircraft dealers ,
441228, All-terrain vehicle (ATV) dealers ,
441228," Bicycle shops, motorized ",
441228," Golf cart dealers, powered ",
441228, Moped dealers ,
441228, Motor scooters dealers ,
441228, Motorbike dealers ,
441228, Motorcycle dealers ,
441228, Motorcycle parts and accessories dealers ,
441228," Off-road all-terrain vehicles (ATVs), wheeled or tracked, dealers ",
441228, Personal watercraft dealers ,
441228, Snowmobile dealers ,
441228, Used aircraft dealers ,
441228, Used motorcycle dealers ,
441228, Used utility trailer dealers ,
441228, Utility trailer dealers ,
441310,"Auto salvage yards (i.e., retailing used auto parts)",
441310, Auto supply stores ,
441310, Automobile parts dealers ,
441310, Automotive audio equipment stores ,
441310, Automotive parts and supply stores ,
441310," Automotive parts dealers, used ",
441310," Batteries, automotive, dealers ",
441310," Parts and accessories dealers, automotive ",
441310, Speed shops ,
